store_name,address,state,county,lat,lng,service_level
Abundant Life Pregnancy Resource Center,"120 N Division St
Morrilton, AR 72110",Arkansas,Conway,35.1535,-92.7446,2
Planned Parenthood- Memphis Health Center near Summer and I240*,835 Virginia Run Cove,Tennessee,Shelby,35.1575,-89.8828,3
New Hope Pregnancy Care Center,"353 Worth St NW
Cleveland, TN 37311",Tennessee,Bradley,35.1625,-84.8762,2
Amarillo Agency for Women,"2514 SW 45th Ave
Amarillo, TX 79110",Texas,Randall,35.1642,-101.865,2
Life Choices,"37 Sunrise Park
Winchester, TN 37398",Tennessee,Franklin,35.1769,-86.0803,2
Planned Parenthood- Flagstaff Health Center*,2500 S Woodlands Village Blvd,Arizona,Coconino,35.1783,-111.6672,3
Smoky Mountain Pregnancy Care Center,"226 E Palmer St
Franklin, NC 28734",North Carolina,Macon,35.1813,-83.3805,2
Life Choices of Memphis,"5575 Raleigh-LaGrange 
Memphis, TN 38134",Tennessee,Shelby,35.1834,-89.8774,2
A Woman's Choice of Charlotte***,421 N Wendover Rd,North Carolina,Mecklenburg,35.1891,-80.8048,4
Hope Choice Pregnancy Centers and Mentoring Programs,"6709 Woodward St Amarillo, TX 79106",Texas,Potter,35.1936,-101.912,2
Hope Pregnancy Resource Center,"224 S Kendrick Flagstaff, AZ 86001",Arizona,Coconino,35.1956,-111.653,2
Life Choices Pregnancy Resource Center,"412 S 2nd St
Pulaski, TN 38478",Tennessee,Giles,35.1958,-87.0341,2
Hope Choice Pregnancy Centers and Mentoring Programs,"1501 S Taylor St Amarillo, TX 79102",Texas,Potter,35.1979,-101.837,2
A Preferred Women's Health- Charlotte***,3220 Latrobe Dr.,North Carolina,Mecklenburg,35.1989,-80.8032,4
Crisis Pregnancy Center,"700 Robinson Rd
Gastonia, NC 28054",North Carolina,Gaston,35.201,-81.1712,2
Pregnancy Resource Center of Charlotte,"1505 E 4th St
Charlotte, NC 28204",North Carolina,Mecklenburg,35.2139,-80.8285,2
The Eden Clinic,"1125 N Porter, Ste 200
Norman, OK 73070",Oklahoma,Cleveland,35.2321,-97.4403,2
The Center for Women,"39 E Jordan St
Brevard, NC 28712",North Carolina,Transylvania,35.2326,-82.7344,2
Origins Pregnancy Care Center,"2704 Southern Blvd, Ste 7
Rio Rancho, NM 87124",New Mexico,Sandoval,35.2408,-106.682,2
Friends for Life Medical,"914 E Race
Searcy, AR 72143",Arkansas,White,35.251,-91.7264,2
Pregnancy Resource Center of Cleveland County,"1304 S Post Rd
Shelby, NC 28152",North Carolina,Cleveland,35.2527,-81.5069,2
Hands of Hope -- Columbus,"206 E Mills St Columbus, NC 28722",North Carolina,Polk,35.253,-82.1971,2
Advice and Aid Pregnancy Center,"2975 E Northern Ave Kingman, AZ 86409",Arizona,Mohave,35.2542,-114.012,2
Bella Pregnancy Center,"907 NW 5th St, Ste B
Stigler, OK 74462",Oklahoma,Haskell,35.2617,-95.1299,1
Eastern Pregnancy Information Clinic,"304 N Queen St
Kinston, NC 28501",North Carolina,Lenoir,35.2627,-77.5814,2
Crisis Pregnancy Center,"399 Belmont/Mt Holly Rd
Mt. Holly, NC 28120",North Carolina,Gaston,35.2709,-81.0353,2
Planned Parenthood- San Luis Obispo,743 Pismo St,California,San Luis Obispo,35.2769,-120.6618,4
Tree of Life Pregnancy Support Center,"1329 Chorro St
San Luis, CA 93406",California,Obispo,35.2777,-120.661,2
Choices Pregnancy Resource Clinic,"911 W B St Russellville, AR 72801",Arkansas,Pope,35.281,-93.1413,2
Crisis Pregnancy Center,"2782 Fairview Dr
Gastonia, NC 28052",North Carolina,Gaston,35.292,-81.215,2
Care Net Pregnancy Centers of Albuquerque,"2451 Monterrey Rd NE
Rio Rancho, NM 87144",New Mexico,Sandoval,35.2991,-106.596,2
Crisis Pregnancy Center,"717 Gastonia Technology Pkwy
Dallas, NC  28034",North Carolina,Gaston,35.3069,-81.1885,2
Agape Pregnancy Support Services,"204 Sunny Ave
Dunn, NC 28334",North Carolina,Harnett,35.3142,-78.6241,2
Smoky Mountain Pregnancy Care Center,"117 Monteith Gap Rd
Cullowhee, NC 28723",North Carolina,Jackson,35.3163,-83.1795,2
GATE Pregnancy Resource Center,"3824 Hwy 49 S
Harrisburg, NC 28075",North Carolina,Cabarrus,35.3249,-80.6391,1
Hands of Hope in Forest City,"129 N Powell St Forest City, NC 28043",North Carolina,Rutherford,35.334,-81.8635,2
Crisis Pregnancy Center,"2535 Tryon Courthouse Rd
Bessemer City, NC 28016",North Carolina,Gaston,35.3363,-81.3216,2
Life Care Pregnancy Center,"402 Monroe St
Carthage, NC 28327",North Carolina,Moore,35.343,-79.4131,2
Hands of Hope Pregnancy Resource Center,"124 Turner St
Forest City, NC 28043",North Carolina,Rutherford,35.3441,-81.882,2
Open Arms Pregnancy Center,"2939 Haywood Rd
Hendersonville, NC 28791",North Carolina,Henderson,35.3523,-82.5037,2
Wayne Pregnancy Center,"3501 E Ash St
Goldsboro, NC 27534",North Carolina,Wayne,35.3648,-77.9397,2
Next Step Resources Center,"1817 Old York Hwy E
Dunlap, TN 37327",Tennessee,Sequatchie,35.3686,-85.3855,2
Bakersfield Pregnancy Center,"1801 18th St
Bakersfield, CA 93301",California,Kern,35.3751,-119.023,2
Life Choices,"38 S Industrial Park Rd
Coalmont, TN 37313",Tennessee,Grundy,35.3787,-85.7084,2
Heart to Heart Pregnancy Support Center,"417 S 16th St 
Fort Smith, AR 72901",Arkansas,Sebastian,35.3795,-94.416,1
FPA Women's Health- Bakersfield,2500 H St,California,Kern,35.3821,-119.0211,4
Hope Pregnancy Center,"1624 SW 82nd 
Oklahoma City, OK 73159",Oklahoma,Oklahoma,35.383,-97.5475,2
1st Choice Pregnancy Medical Center,"4622 Grand Ave Fort Smith, AR 72904",Arkansas,Sebastian,35.3852,-94.3798,2
Evany Clinic,"238 N Mustang Rd
Mustang, OK 73064",Oklahoma,Canadian,35.3929,-97.7245,2
GATE Pregnancy Resource Center,"280 Concord Pkwy, Ste 119
Concord, NC 28027",North Carolina,Cabarrus,35.3962,-80.6115,1
Heart to Heart Pregnancy Clinic,"500 S Lusk Ave
Elk City, OK 73648",Oklahoma,Beckham,35.4061,-99.4216,2
Community Pregnancy Center of Lake Norman,"201 N Old Statesville Rd
Huntersville, NC 28078",North Carolina,Mecklenburg,35.4157,-80.8431,2
Willow Pregnancy Support,"4701 S Western Ave Oklahoma City, OK 73109",Oklahoma,Oklahoma,35.4186,-97.5308,2
Trust Women South Women's Health Center Oklahoma City***,1240 SW 44th St,Oklahoma,Oklahoma,35.4207,-97.5667,3
Cabarrus Women's Center,"163 Winecoff Ave NW
Concord, NC 28025",North Carolina,Cabarrus,35.4222,-80.6011,2
Family Resource Center of Ahoskie,"217 Church St W
Ahoskie, NC 27910",North Carolina,Hertford,35.4438,-83.4555,1
Full Circle Medical Center for Women,"510 Old Riceville Rd
Athens, TN 37303",Tennessee,Mcminn,35.4451,-84.6142,2
Crisis Pregnancy Assistance,"2178 New Tullahoma Hwy Manchester, TN 37355",Tennessee,Coffee,35.4475,-86.0973,1
Lewisburg Pregnancy Resource Center,"101 3rd Ave N 
Lewisburg, TN 37091",Tennessee,Marshall,35.4495,-86.79,2
The Eden Clinic,"6520 E Reno Ave Midwest City, OK 73110",Oklahoma,Oklahoma,35.4636,-97.4122,2
Crisis Pregnancy Center of Lincoln County,"112 Doctors Park
Lincolnton, NC 28092",North Carolina,Lincoln,35.4675,-81.2365,2
Clarksville Pregnancy Help Clinic,"102 N Johnson St 
Clarksville, AR 72830",Arkansas,Johnson,35.4715,-93.4684,2
Tree of Life Pregnancy Support Center,"7730 Morro Rd, Ste 106
Atascadero, CA 93422",California,Obispo,35.4755,-120.669,2
Reach Out Crisis Pregnancy Center,"403 Carthage St
Sanford, NC 27330",North Carolina,Lee,35.4787,-79.1821,2
Pregnancy Support Center of Caddo County,"508 W Kentucky
Anadarko, OK 73005",Oklahoma,Caddo,35.4839,-97.5304,2
Life Choices,"300 W Fort St
Manchester, TN 37355",Tennessee,Coffee,35.484,-86.0908,2
First Choice Pregnancy Counseling Center,"1102 Madison St
Shelbyville, TN 37160",Tennessee,Bedford,35.4853,-86.4332,2
The Care Center,"285 Main St
Dayton, TN 37321",Tennessee,Rhea,35.4922,-85.0135,2
Crossroads Clinic,"1107 NW 23rd St, Ste F
Oklahoma City, OK 73106",Oklahoma,Oklahoma,35.4941,-97.5304,2
Gateway Express Testing,"2 S 6th St Yukon, OK 73099",Oklahoma,Canadian,35.5077,-97.7524,2
In His Hands Pregnancy Support Center,"13 Dail St
Smithfield, NC 27577",North Carolina,Johnston,35.5159,-78.3219,2
Hands of Hope Pregnancy Center,"120 Boardman Dr
Gallup, NM 87301",New Mexico,McKinley,35.5283,-108.71,1
First Choice Pregnancy Center,"100 W College Ave
Weatherford, OK 73096",Oklahoma,Custer,35.533,-98.7081,2
Pregnancy Support Center,"210 N Ward St
Pampa, TX 79065",Texas,Gray,35.5344,-100.968,2
Planned Parenthood- NW OKC Health Center*,6112 NW 63rd St,Oklahoma,Oklahoma,35.5368,-97.622,3
Coastal Pregnancy Center,"1312 John Small Ave
Washington, NC 27889",North Carolina,Beaufort,35.547,-77.0311,2
Mountain Area Pregnancy Services,"1710 Old Haywood Rd
Asheville, NC 28806",North Carolina,Buncombe,35.5706,-82.624,2
Hope Pregnancy Center,"10327 N May Ave
Oklahoma City, OK 73120",Oklahoma,Oklahoma,35.5752,-97.5678,2
Community Pregnancy Center of Lake Norman,"212 Caldwell Ave
Mooresville, NC 28115",North Carolina,Iredell,35.576,-80.8218,2
Planned Parenthood- Asheville Health Center***,68 McDowell St,North Carolina,Buncombe,35.5825,-82.5545,4
Carolina Pregnancy Center,"209 E Arlington Blvd
Greenville, NC 27858",North Carolina,Pitt,35.5889,-77.3743,2
Your Choice Pregnancy Clinic,"607 N Ennis St
Fuquay-Varina, NC 27526",North Carolina,Wake,35.5909,-78.7933,2
HopePlace Newport,"2000 McLain St, Ste B 
Newport, AR 72112",Arkansas,Jackson,35.6095,-91.2571,1
Tree of Life Pregnancy Support Center,"211 Oak Hill Rd, Ste 118
Paso Robles, CA 93446",California,San Luis Obispo,35.6142,-120.678,2
Pregnancy Centers of Middle Tennessee,"704 Dunnington St
Columbia, TN 38401",Tennessee,Maury,35.6164,-87.0398,2
Pregnancy Care Center,"341 E Ridgecrest Blvd, Ste A
Ridgecrest, CA 93555",California,Kern,35.6221,-117.663,2
Pregnancy Resouce Center of the Kern River Valley,"6040D Lake Isabella Blvd
Lake Isabella, CA 93240",California,Kern,35.6231,-118.475,1
Agape Pregnancy Center,"114 N Grand Ave, Ste 100
Okmulgee, OK 74447",Oklahoma,Okmulgee,35.6238,-95.972,2
iChoose Pregnancy Support Services,"540 Hwy 42 W
Clayton, NC 27520",North Carolina,Wake,35.6417,-78.4734,2
Willow Pregnancy Support,"1218 8th St, Ste 5 Edmond, OK 73034",Oklahoma,Oklahoma,35.6466,-97.4738,2
Birth Choice,"391 Wallace Rd
Jackson, TN 38305",Tennessee,Madison,35.6504,-88.8465,2
Pregnancy Support Center,"847 S Main St
Salisbury, NC 28144",North Carolina,Rowan,35.6602,-80.4792,2
CareNet Pregnancy Center of Borger,"300 W Grand St
Borger, TX 79007",Texas,Parmer,35.6622,-101.392,2
Care Net Pregnancy Resource Center of Santa Fe,"1500 Fifth St, Ste 9
Santa Fe, NM 87505",New Mexico,Santa Fe,35.6638,-105.972,2
Hope Pregnancy Center,"1033 N Bryant Ave Edmond, OK 73034",Oklahoma,Oklahoma,35.6648,-97.4622,2
McDowell Pregnancy Care Center,"40 S Main St, Ste 110
Marion, NC 28752",North Carolina,Mcdowell,35.6835,-82.0089,2
The Care Center,"800 New Lake Rd
Spring City, TN 37381",Tennessee,Rhea,35.6866,-84.8551,2
Pregnancy Care Center of Catawba Valley,"421 Main Ave SW
Hickory, NC 28602",North Carolina,Catawba,35.7317,-81.3453,2
Choices Women's Center,"702 W Broad St
Wilson, NC 27893",North Carolina,Wilson,35.7322,-77.918,2
Pregnancy Care Center of Burke County,"302 S Main St
Drexel, NC 28619",North Carolina,Burke,35.7556,-81.605,2
Pregnancy Resource Center,"3301 W Broadway
Muskogee, OK 74401",Oklahoma,Muskogee,35.7558,-95.4039,2
Your Choice Pregnancy Clinic,"1701 Jones Franklin Rd
Raleigh, NC 27606",North Carolina,Wake,35.7569,-78.7289,2
A Preferred Women's Health- Raleigh***,1604 Jones Franklin Rd.,North Carolina,Wake,35.759,-78.7288,4
Pregnancy Resource Center,"103 Station Dr
Maryville, TN 37804",Tennessee,Blount,35.7591,-83.9641,2
My Choice Clinic,"194 W Main St Batesville, AR 72501",Arkansas,Independence,35.7693,-91.655,2
Pregnancy Centers of Middle Tennessee,"2206 Spedale Ct, Ste 4
Spring Hill, TN 37174",Tennessee,Robertson,35.7788,-86.9128,2
Gateway Women's Care,"1306 Hillsbourough St
Raleigh, NC 27605",North Carolina,Wake,35.7835,-78.6561,2
iChoose Pregnancy Support Services,"4019 Village Park Dr
Knightdale, NC 27545",North Carolina,Wake,35.7973,-78.4966,2
Pregnancy Resource Center,"1710 B Davie Ave
Statesville, NC 28677",North Carolina,Iredell,35.7995,-80.8653,2
Birthchoice,"2304 Wesvill Ct, Ste 340
Raleigh, NC 27607",North Carolina,Wake,35.8144,-78.6951,2
A Woman's Choice of Raleigh***,3305 Drake Cir,North Carolina,Wake,35.8148,-78.6939,4
Alpha Pregnancy Support,"23 W 3rd St
Lexington, NC 27292",North Carolina,Davidson,35.8265,-80.2521,1
"Abiding Hope, Inc.","105 Chestnut St
Mars Hill, NC 28754",North Carolina,Madison,35.8287,-82.5468,2
Options on Main,"910 S Main St Jonesboro, AR 72401",Arkansas,Craighead,35.8344,-90.7048,2
Portico,"745 S Church St, Ste 801
Murfreesboro, TN 37130",Tennessee,Rutherford,35.8382,-86.3907,2
The Women's Clinic,"4237 Louisburg Rd, Ste 105
Raleigh, NC 27604",North Carolina,Wake,35.8421,-78.578,2
Women's Care Center,"800 Park Rd
Sevierville, TN 37862",Tennessee,Sevier,35.8571,-83.5583,2
Care Net Pregnancy Resource Center of Dumas,"214 E 5th St
Dumas, TX 79029",Texas,Moore,35.8612,-101.971,2
Crossroads Clinic,"3077 E College Ave Guthrie, OK 73044",Oklahoma,Logan,35.8848,-97.3871,2
Caldwell Pregnancy Care Center,"210 Ridge St NW
Lenoir, NC 28645",North Carolina,Caldwell,35.9166,-81.5379,2
Tri-County Family Center,"112 Mercy St Burnsville, NC 28714",North Carolina,Yancey,35.9173,-82.301,2
Davie Pregnancy Care Center,"491 Madison Rd
Mocksville, NC 27028",North Carolina,Davie,35.9178,-80.5951,2
Caring Hearts Pregnancy Center,"135 7th St SW Taylorsville, NC 28681",North Carolina,Alexander,35.9199,-81.1821,2
Clean Heart Christian Ministries,"17 E Maple St
Sparta, TN 38583",Tennessee,White,35.925,-85.4638,2
Gateway Women's Care,"104 S Estes Dr, Ste 202
Chapel Hill, NC 27514",North Carolina,Orange,35.9282,-79.0336,2
Acts of Hope,"525 N 10th St 
Blytheville, AR 72315",Arkansas,Mississippi,35.9325,-89.9147,1
Creative Choices Pregnancy Resource Center,"4711 S Croatan Hwy Unit #2, MP 14 Nags Head, NC 27959",North Carolina,Dare,35.9429,-75.6172,2
Your Choice Resource Center,"400 Sunset Ave
Rocky Mount, NC 27804",North Carolina,Nash,35.9438,-77.8002,2
Planned Parenthood- Chapel Hill Health Center***,1765 Dobbins Drive,North Carolina,Orange,35.9448,-79.0141,4
Pregnancy Support Services,"1777 N Fordham Blvd, Ste 203
Chapel Hill, NC 27514",North Carolina,Durham‎,35.9456,-79.0136,2
Hope Resource Center,"2700 Painter Ave
Knoxville, TN 37919",Tennessee,Knox,35.9541,-83.9483,2
New Life Family Outreach,"416 Gatewood Ave
High Point, NC 27262",North Carolina,Guilford,35.9592,-80.0151,1
Your Choices Randolph,"110 E Walker Ave
Asheboro, NC 27203",North Carolina,Randolph,35.9674,-78.9417,2
Plateau Pregnancy Servcies,"99 Walker Hill St
Crossville, TN 38555",Tennessee,Cumberland,35.9731,-85.037,2
Options Pregnancy Help Center,"434 Duncan St
Newport, TN 37821",Tennessee,Cocke,35.9757,-83.1849,2
Pregnancy Help Center,"119 Dameron Ave
Knoxville, TN 37917",Tennessee,Knox,35.9789,-83.9279,2
Birth Choice,"1281 Hwy 45 By-Pass
Trenton, TN 38382",Tennessee,Gibson,35.9801,-88.9302,2
Planned Parenthood- Knoxville Health Center*,710 North Cherry St.,Tennessee,Knox,35.9894,-83.8967,3
Care Net Pregnancy Center de Espanola,"1100-B Paseo de Onate
Espanola, NM 87532",New Mexico,Rio Arriba,36.0053,-106.088,2
Choices Resource Center,"170 Raleigh Rd
Oak Ridge, TN 37830",Tennessee,Anderson,36.0142,-84.2681,2
Life Choices Dyersburg,"640-F Hwy 51
Dyersburg, TN 38025",Tennessee,Dyer,36.0228,-89.4074,2
A Woman's Choice of Greensboro***,2425 Randleman Rd,North Carolina,Guilford,36.0369,-79.8,4
North Durham Women's Health***,400 Crutchfield St,North Carolina,Durham,36.0393,-78.9044,4
Gateway Women's Care,"4113 Capitol St, Ste B
Durham, NC 27704",North Carolina,Durham‎,36.0479,-78.8982,2
Options on Main,"322 S 12th St
Paragould, AR 72450",Arkansas,Greene,36.0529,-90.5012,2
FYI Clinic,"1241 Hwy 70 W
Camden, TN 38320",Tennessee,Benton,36.0537,-88.1175,2
Loving Choices Pregnancy Centers,"275 S Duncan Fayetteville, AR 72701",Arkansas,Washington,36.0596,-94.1717,2
Care Net of Dalhart,"105 E Third St
Dalhart, TX 79022",Texas,Dallam,36.0632,-102.523,2
Avery Pregnancy & Resource Center,"1808 Millers Gap Hwy
Newland, NC 28657",North Carolina,Avery,36.0646,-81.922,1
The Pregnancy Network,"625 Fulton St
Greensboro, NC 27401",North Carolina,Guilford,36.0648,-79.8,2
Birthright of Tulsa,"6600 S Yale, Ste 1307
Tulsa, OK 74136",Oklahoma,Tulsa,36.0674,-95.9245,2
Mend Medical Services,"6216 S Lewis Ave, Ste 100
Tulsa, OK 74136",Oklahoma,Tulsa,36.0723,-95.9586,2
Salem Pregnancy Care Center,"1342 Westgate Center Dr
Winston-Salem, NC 27103",North Carolina,Forsyth,36.0729,-80.3126,2
CareNet Pregnancy Medical Center,"305 S Main St
Dickson, TN 37055",Tennessee,Dickson,36.0735,-87.3918,2
Birthright of Winston Salem,"1330 Ashley Square
Winston Salem, NC 27103",North Carolina,Forsyth,36.0747,-80.3126,1
Crisis Pregnancy Outreach,"10207 E 61st St, Ste A
Tulsa, OK 74146",Oklahoma,Tulsa,36.0758,-95.8629,2
Planned Parenthood- Winston-Salem Health Center***,3000 Maplewood Ave,North Carolina,Forsyth,36.08,-80.2929,4
Porterville Pregnancy Resource Center,"303 W Henderson Ave
Porterville, CA 93257",California,Tulare,36.0803,-119.024,1
The Women's Center***,419 Welshwood Dr,Tennessee,Davidson,36.0824,-86.729,3
Birthright of Bartlesville,"301 S Seneca
Bartlesville, OK 74003",Oklahoma,Washington,36.0894,-95.9233,2
The Pregnancy Network,"811 W 5th St Winston-Salem, NC 27101",North Carolina,Forsyth,36.0989,-80.2546,2
Life Outreach Center Resources,"1179 N Hwy 92
Jefferson City, TN 37760",Tennessee,Jefferson,36.1064,-83.4854,2
Beating Hearts Help Center,"21203 Hwy 22
McKenzie, TN 38201",Tennessee,Carroll,36.1082,-88.4907,2
Stillwater Life Services,"1509 W 8th Ave Stillwater, OK 74074",Oklahoma,Payne,36.1132,-97.0767,2
Reproductive Services- OK***,6136 E 32nd Pl,Oklahoma,Tulsa,36.116,-95.9075,3
Planned Parenthood- Las Vegas East Flamingo*,3300 E Flamingo Rd,Nevada,Clark,36.1166,-115.1036,4
A-Z Women's Health Center***,1670 E Flamingo Rd,Nevada,Clark,36.1182,-115.1022,4
Planned Parenthood- Fayetteville Health Center*,3729 N Crossover Rd,Arkansas,Washington,36.1183,-94.1191,3
Birthright of Stillwater,"1002 N Duck Stillwater, OK 74075",Oklahoma,Payne,36.1324,-97.0629,2
Hope Pregnancy Center,"13012 E 21st St
Tulsa, OK 74134",Oklahoma,Tulsa,36.1331,-95.8306,2
Compassion Care Center,"321 W Main St
Yadkinville, NC 27055",North Carolina,Yadkin,36.1341,-80.6649,2
A-All Women Care Abortion Clinic***,7908 W Sahara Ave,Nevada,Clark,36.1438,-115.2635,4
Birth Control Care Center***,872 E. Sahara Avenue,Nevada,Clark,36.1442,-115.1429,4
First Choice Pregnancy Services,"860 E Sahara Ave
Las Vegas, NV 89104",Nevada,Clark,36.1451,-115.143,2
Hope Clinic for Women,"1810 Hayes St
Nashville, TN 37203",Tennessee,Davidson,36.1537,-86.7977,2
Women's Resource Medical Centers of Southern Nevada Inc.,"1701 W Charleston Blvd, Ste 130
Las Vegas, NV 89102",Nevada,Clark,36.158,-115.164,2
Door of Hope,"1119 N Main Ave
Erwin, TN 37650",Tennessee,Unicoi,36.1582,-82.4035,2
Planned Parenthood- Las Vegas West Charleston*,3220 W Charleston Blvd.,Nevada,Clark,36.1591,-115.3307,4
Wilkes Pregnancy Care Center,"301 8th St
North Wilkesboro, NC 28659",North Carolina,Wilkes,36.161,-81.146,2
The Hope Center,"314 Tusculum Blvd
Greeneville, TN 37745",Tennessee,Greene,36.1671,-82.8233,2
Cookeville Pregnancy Clinic,"714 N Dixie Ave
Cookeville, TN 38501",Tennessee,Putnam,36.1718,-85.5028,2
Choices Pregnancy Services,"809 S Mt Olive St
Siloam Springs, AR 72761",Arkansas,Benton,36.1776,-94.5406,2
First Choice Pregnancy Center,"1501 E Calvada Blvd Pahrump, NV 89048",Nevada,Nye,36.1914,-115.987,2
Care Pregnancy Resource Center,"236 S North St
Tulare, CA 93274",California,Tulare,36.2067,-119.341,2
Morritown Pregnancy Crisis Center,"304 Calvary Dr
Morristown, TN 37815",Tennessee,Hamblen,36.2077,-83.2978,2
Pregnancy Care Center,"4989 Lebanon Pike
Old Hickory, TN 37138",Tennessee,Davidson,36.2174,-86.5841,2
The Hope Center,"208 Howard St
Boone, NC 28607",North Carolina,Watauga,36.2182,-81.6851,2
New Beginnings Pregnancy Help Center,"23 W Main St Ash Flat, AR 72513",Arkansas,Sharp,36.2239,-91.6098,2
